"id","title","artist","date","room"
1275,"Madonna and Child","Giovanni Battista Cima da Conegliano","probably between 1500 and 1504","G343"
1512,"Saint Romuald","Fra Angelico (Fra Giovanni da Fiesole)","c. 1440","G343"
1586,"The Coronation of the Virgin with Five Music-Making Angels","Mariotto di Nardo","1408","G343"
1610,"Saint Sirus","Vincenzo Foppa","1450-1460","G343"
1611,"Saint Paul","Vincenzo Foppa","c. 1450-1460","G343"
1628,"Saint Bartholomew and Saint Anthony Abbot","Mariotto di Nardo","1408","G343"
1632,"Two Muses","Master of Tavernelle (Niccolò Cartoni?)",null,"G343"
1679,"Standing Madonna with Child","Nardo di Cione","1350-1360","G343"
1680,"The Nativity","Fra Angelico (Fra Giovanni da Fiesole)","c. 1425-1430","G343"
1681,"Portrait of a Lady","Benedetto Ghirlandaio",null,"G343"
1682,"The Resurrection of Christ","Giovanni di Marco (Giovanni Dal Ponte)",null,"G343"
1697,"Saint Lucy","Benedetto di Bindo Zoppo","c. 1410","G343"
1805,"Powder Horn",null,null,"G343"
2225,"Madonna and Child Enthroned","Nicola di Maestro Antonio (di Ancona)","c. 1490","G343"
2488,"Way to Emmaus","Bartolomeo di Tommaso da Foligno","c. 1440","G343"
2489,"Pentecost","Bartolomeo di Tommaso da Foligno","c. 1440","G343"
2602,"Man and woman with a calabash",null,"before 1850","G343"
3210,"Diptych with scenes from the life of Christ","Master of the Passion Diptych","c. 1375","G343"
3632,"Madonna and Child","Segna di Buonaventura","c. 1310","G343"
6962,"Pitcher","Johan Rohde","c. 1920","G343"
10425,"Crucifixion with the Virgin, Saint John the Evangelist and a Clerical Donor","Lippo Vanni","c. 1350-1360","G343"
10448,"Madonna and Child with Saints Helen and Peter and Saints Catherine and Paul; The Angel of the Annunciation; Saint Francis Receiving the Stigmata; The Virgin of the Annunciation; The Crucifixion with the Virgin and Saint John","Bernardo Daddi","1339","G343"
60232,"The Adoration of the Magi",null,null,"G343"
115120,"Blessed Gerard of Villamagna","Antonio Federighi","c. 1460","G343"
