"id","title","artist","date","room"
1162,"Boy with Butterfly Net","Henri Matisse","1907","G371"
1224,null,"Ernst Ludwig Kirchner","1910 (altered 1920)","G371"
1270,"Blind Man's Buff","Max Beckmann","1945","G371"
1271,"Modern Bohemia","Ernst Ludwig Kirchner","1924","G371"
1356,"The Avenger","Ernst Barlach","modeled 1914, cast 1923","G371"
1411,"Three Bathers","Henri Matisse","1907","G371"
1415,"The Blue House","Maurice de Vlaminck","1906","G371"
1419,"The Skaters","Max Beckmann","1932","G371"
1429,"London: St. Paul's Cathedral seen from the Thames",null,"1906","G371"
1546,"View of Dresden: Schlossplatz","Ernst Ludwig Kirchner","1926","G371"
1639,"Study for Improvisation V","Vassily Kandinsky","1910","G371"
1800,"The Intrigue","James Ensor","1911","G371"
1890,"Reclining Nude II","Henri Matisse","1927","G371"
2242,"Little Girl","Otto Dix","1922","G371"
2724,"Dance Training","Ernst Ludwig Kirchner","1910-1911 (altered 1920)","G371"
3058,"The Viaduct at L'Estaque","Georges Braque","1907","G371"
4695,"Eve with Apple","Aristide Maillol","c. 1902","G371"
56568,"Der Postagent Hausler (The Telegraph Operator)","Albert Birkle","1927","G371"
